client_id,age,situation_familiale,nb_enfants,revenu_mensuel,patrimoine,anciennete_client,type_contrat,taux_endettement,montant_credit,duree_credit,historique_impayes,score_interne,defaut
5629,70,Célibataire,1,3384.11,41755.81,4,Retraité,23.32,14947.55,36,0,851,0
5630,40,Marié,0,1461.91,0.0,26,CDI,24.27,25177.78,120,0,526,0
5631,64,Célibataire,1,1956.85,15704.88,11,CDD,43.71,6401.2,60,0,657,0
5632,49,Marié,4,1885.61,0.0,11,Indépendant,29.06,18678.2,60,1,799,0
5633,69,Célibataire,0,3956.14,22491.23,24,Retraité,32.65,31757.97,120,0,347,1
5634,64,Célibataire,2,959.08,4454.07,5,CDI,0.6,18475.15,240,1,560,0
5635,50,Marié,0,1886.42,71979.99,17,CDI,33.74,34617.48,180,0,383,0
5636,74,Marié,1,2579.39,77437.93,28,CDI,33.17,18047.93,120,0,702,0
5637,63,Marié,0,1056.07,110384.03,1,CDI,32.82,29599.68,240,1,517,0
5638,22,Célibataire,1,2582.17,47977.76,18,CDI,3.19,53310.43,240,1,643,0
5639,60,Célibataire,0,1455.91,47272.8,28,CDI,22.31,40127.1,180,2,789,0
5640,65,Marié,2,1662.13,63818.73,26,CDI,6.74,1000.0,180,1,606,0
5641,51,Marié,1,1980.48,27498.58,15,CDI,20.45,33464.57,48,0,732,0
5642,57,Célibataire,1,2318.95,4913.83,22,CDI,27.64,35274.74,120,1,841,0
5643,28,Célibataire,0,1935.79,13917.12,1,CDI,31.17,35660.9,60,0,491,0
5644,67,Célibataire,3,2595.44,74328.48,16,CDI,25.3,1787.42,180,1,740,0
5645,20,Célibataire,1,3745.6,86684.81,19,Retraité,25.68,26962.46,300,1,662,0
5646,75,Célibataire,3,3366.64,145599.73,25,CDD,25.97,9943.49,48,1,418,0
5647,50,Célibataire,2,4013.55,8922.52,6,CDI,11.27,16082.94,120,1,671,0
5648,28,Marié,3,2425.01,7139.24,20,CDI,20.11,28341.72,240,2,349,0
5649,33,Marié,0,2428.86,0.0,6,Indépendant,41.6,3695.17,120,0,822,0
5650,35,Célibataire,2,2707.89,56205.21,22,CDI,49.08,25951.88,120,0,830,0
5651,47,Célibataire,1,966.82,71607.67,11,Retraité,28.52,6314.19,180,0,572,0
5652,65,Célibataire,4,3534.25,24725.69,22,Indépendant,36.96,1000.0,180,1,447,0
5653,72,Marié,1,2125.18,0.0,28,CDI,24.52,36983.43,180,1,872,0
5654,27,Divorcé,0,2455.72,129993.11,10,CDD,21.06,13387.24,300,1,868,0
5655,35,Marié,0,2927.23,64508.94,28,CDI,20.33,18147.4,120,0,463,0
5656,55,Marié,1,1727.52,990.96,16,CDI,62.84,60068.62,120,0,669,0
5657,36,Marié,3,1759.28,35569.68,10,Indépendant,15.51,30512.51,120,1,495,0
5658,53,Célibataire,5,2890.25,141671.59,7,CDI,39.08,34259.2,48,0,721,0
5659,30,Célibataire,2,2936.49,87936.48,5,CDI,11.81,20655.17,180,0,545,0
5660,73,Marié,1,4787.82,36854.02,5,Indépendant,63.83,5491.98,60,0,308,0
5661,63,Célibataire,2,2743.57,11752.0,14,CDI,44.44,28179.22,300,1,405,0
5662,20,Marié,3,3034.64,104464.61,25,CDD,33.3,37655.08,180,0,847,0
5663,27,Marié,4,4825.29,0.0,19,Indépendant,55.22,28730.86,36,1,779,1
5664,55,Marié,2,2845.92,69975.64,11,CDI,33.5,45337.09,24,0,803,0
5665,18,Célibataire,1,2933.19,69288.47,8,CDI,42.13,20398.8,36,0,598,0
5666,72,Marié,0,800.0,94122.97,12,CDD,48.27,31797.22,180,2,847,0
5667,73,Marié,1,2113.41,72487.74,14,CDD,27.64,35161.17,180,2,327,0
5668,44,Marié,3,2703.85,74929.41,14,Indépendant,29.92,22548.43,120,0,616,0
5669,63,Marié,4,1738.48,63500.83,25,CDI,31.77,3393.95,36,1,675,0
5670,25,Veuf,1,2713.29,62236.32,29,CDI,14.48,50532.82,60,0,892,0
5671,68,Célibataire,2,3218.68,124916.18,28,Indépendant,24.92,18225.04,120,1,891,0
5672,63,Marié,0,3423.61,50610.76,29,Indépendant,22.89,21152.98,300,0,693,0
5673,59,Célibataire,0,2390.96,84736.08,12,CDI,43.7,15945.43,48,1,537,0
5674,34,Célibataire,1,942.49,33960.55,8,CDD,12.86,14843.91,60,1,872,0
5675,26,Divorcé,2,2586.34,8859.59,29,CDI,41.76,30342.28,120,0,446,0
5676,23,Veuf,1,2079.82,30844.42,10,CDI,35.55,1249.0,48,1,810,0
5677,60,Célibataire,2,1732.58,40191.34,21,CDI,8.0,1000.0,36,0,546,0
5678,42,Célibataire,0,2217.75,8025.71,10,CDI,40.39,22951.17,60,1,659,0
5679,56,Célibataire,0,2153.19,0.0,8,CDI,39.79,26824.89,120,0,621,0
5680,66,Marié,3,2281.9,97918.14,16,CDI,22.26,7531.08,120,0,675,0
5681,45,Célibataire,2,2042.78,26054.77,22,CDD,29.34,6677.01,180,1,385,0
5682,50,Célibataire,1,3937.98,38735.11,24,CDD,16.06,11460.79,240,1,704,0
5683,71,Célibataire,2,2766.19,27047.57,20,CDI,55.66,45060.93,60,1,505,1
5684,54,Marié,0,2770.31,0.0,5,CDI,28.16,28551.3,120,0,605,0
5685,26,Divorcé,4,2915.64,115548.14,21,CDD,29.98,2461.8,240,0,544,0
5686,35,Célibataire,2,1125.66,13130.42,4,CDI,32.85,15127.0,60,0,826,0
5687,73,Marié,0,3514.45,90482.75,25,Retraité,37.94,7721.34,36,0,522,0
5688,38,Célibataire,2,5751.6,10304.41,24,CDI,36.22,1000.0,60,2,473,0
5689,19,Marié,3,1537.58,59078.86,20,CDI,31.45,21295.82,180,1,897,0
5690,75,Marié,1,1825.34,88087.44,2,CDI,25.02,35581.92,60,0,395,0
5691,60,Célibataire,3,1951.08,2911.2,5,CDI,35.19,21866.82,48,1,477,1
5692,55,Célibataire,2,2798.96,33634.35,21,Indépendant,39.05,1000.0,240,0,760,0
5693,75,Marié,0,2364.22,25182.92,16,Retraité,39.78,39283.53,60,0,493,0
5694,57,Célibataire,0,1985.06,31988.5,10,CDI,38.6,4563.89,120,0,776,0
5695,53,Marié,2,3085.91,80940.5,3,Indépendant,33.06,20835.75,60,1,863,0
5696,67,Célibataire,0,2887.8,105505.34,25,CDI,42.26,1000.0,60,1,646,0
5697,60,Célibataire,1,3722.68,35718.58,11,CDI,11.2,52617.69,120,0,820,0
5698,54,Marié,1,2644.33,60784.23,9,CDI,8.3,23067.28,60,1,357,0
5699,32,Marié,2,2459.2,0.0,16,CDD,2.55,4867.44,36,1,833,0
5700,45,Marié,0,2065.99,148783.97,5,Retraité,34.64,23318.76,120,1,675,0
5701,35,Célibataire,3,2735.19,70023.43,17,CDI,59.94,14601.0,48,2,829,0
5702,51,Marié,3,1457.6,83590.29,20,CDI,46.77,48386.49,120,0,723,0
5703,39,Marié,1,3587.64,30739.99,18,CDD,26.35,14071.17,36,1,639,0
5704,28,Marié,2,3125.84,92813.24,21,CDI,31.92,1451.47,120,0,403,0
5705,75,Marié,3,2723.63,55557.43,28,CDI,18.03,6640.6,60,0,560,0
5706,74,Célibataire,2,2097.26,88586.84,24,CDI,48.53,1000.0,180,0,697,0
5707,30,Marié,1,4138.47,13101.94,14,Retraité,31.06,20182.1,60,1,609,0
5708,21,Marié,0,1951.87,57235.88,11,CDI,25.39,13366.82,36,1,580,0
5709,39,Célibataire,2,1649.78,0.0,18,CDI,22.69,22635.6,24,0,821,0
5710,24,Marié,0,2190.85,74959.11,24,CDI,34.66,25325.02,60,0,779,0
5711,60,Célibataire,0,3326.92,72218.08,4,CDI,10.05,4844.6,120,0,762,0
5712,71,Célibataire,2,3933.02,0.0,28,CDI,19.52,9952.39,60,1,334,0
5713,41,Veuf,2,3560.39,4698.0,17,CDI,44.13,51084.34,180,0,738,0
5714,21,Célibataire,1,1190.51,17205.97,25,CDD,0.0,2555.27,120,0,758,0
5715,45,Célibataire,2,2441.44,69739.92,11,Indépendant,8.64,44451.98,120,0,696,1
5716,32,Marié,1,2018.79,0.0,25,Indépendant,45.02,31435.98,120,1,496,0
5717,18,Veuf,1,2897.28,127980.67,25,CDD,47.96,66561.72,180,1,675,0
5718,72,Veuf,2,2208.0,20222.17,14,CDD,46.98,34723.82,120,0,543,0
5719,20,Marié,4,3275.17,169509.08,9,CDD,29.87,21142.52,48,2,699,0
5720,31,Célibataire,0,2044.61,50472.56,27,CDI,33.44,28132.82,60,1,425,0
5721,55,Divorcé,0,1655.87,0.0,24,CDD,43.02,27979.82,36,2,389,0
5722,67,Marié,1,3807.88,0.0,29,Indépendant,23.77,33815.58,240,0,381,0
5723,74,Célibataire,1,2468.3,50767.21,18,Indépendant,27.01,12788.61,48,0,393,0
5724,18,Marié,1,3384.6,0.0,8,CDI,11.33,1000.0,120,2,513,0
5725,55,Célibataire,1,1348.21,9979.1,5,CDI,15.13,1000.0,24,0,803,0
5726,55,Célibataire,2,1546.91,0.0,13,CDI,35.26,2569.7,60,0,755,0
5727,38,Marié,4,1232.32,31843.32,0,CDD,27.98,38717.38,240,1,870,0
5728,65,Marié,1,1725.98,109067.39,0,CDI,21.25,16254.07,180,0,420,0
5729,46,Célibataire,1,1822.92,21133.56,28,CDI,49.04,41388.5,24,1,494,1
5730,22,Célibataire,1,1735.8,71319.86,10,CDI,18.33,1058.71,120,0,398,0
5731,66,Marié,0,2460.77,6896.39,2,CDI,23.72,28869.01,60,1,723,0
5732,27,Célibataire,3,1500.36,90512.34,20,CDI,30.44,6992.83,36,0,591,0
5733,45,Célibataire,1,1742.66,29668.97,21,Retraité,27.96,38232.37,180,1,421,0
5734,38,Marié,1,2717.29,60092.38,4,CDI,26.46,14212.92,240,0,398,0
5735,67,Divorcé,4,4461.03,18441.08,7,CDI,12.81,34843.91,120,0,365,0
5736,24,Marié,2,2976.77,36207.32,21,CDD,36.66,8728.78,36,0,433,0
5737,20,Marié,0,2883.54,0.0,17,CDD,29.01,8828.02,60,0,527,0
5738,62,Marié,2,2232.45,114275.4,4,CDD,35.92,50001.21,12,0,355,0
5739,64,Marié,0,800.0,51971.26,11,Retraité,31.55,45669.62,180,1,756,0
5740,37,Célibataire,0,2300.36,18170.68,22,CDI,58.29,1000.0,240,0,650,0
5741,36,Divorcé,1,1477.56,39193.31,28,Indépendant,46.63,5550.22,12,0,593,0
5742,52,Marié,0,3522.98,66765.77,17,Retraité,13.81,6775.69,120,1,784,0
5743,21,Célibataire,0,4071.91,76920.4,20,CDI,63.49,1000.0,24,1,477,0
5744,22,Célibataire,0,1590.38,26611.17,11,Retraité,23.93,1000.0,48,0,463,0
5745,18,Marié,2,2478.87,77983.45,20,CDI,21.57,47226.98,120,0,802,0
5746,21,Célibataire,0,1139.55,49454.94,7,CDI,22.2,37519.06,60,0,589,0
5747,29,Célibataire,2,3328.24,17044.32,29,Indépendant,22.88,1000.0,12,0,499,1
5748,44,Marié,0,3748.42,34390.15,8,Retraité,20.37,1000.0,300,1,889,0
5749,73,Divorcé,3,3069.64,24911.26,14,CDI,36.61,42275.96,36,1,351,0
5750,59,Marié,4,2819.66,125128.72,2,CDD,39.37,33388.59,120,1,601,0
5751,40,Célibataire,1,2456.06,54698.68,14,Retraité,27.42,29651.19,120,0,697,0
5752,42,Célibataire,3,2994.41,79689.74,27,CDI,20.66,35402.17,240,0,345,0
5753,38,Marié,0,2226.35,98009.27,3,CDI,32.36,23937.66,180,0,476,0
5754,75,Célibataire,0,2127.37,53627.87,27,CDD,28.82,15388.61,120,0,682,0
5755,69,Marié,0,3754.43,87730.28,29,CDD,4.93,1000.0,180,1,857,0
5756,41,Célibataire,2,3281.89,51121.45,15,CDI,40.86,14195.11,180,1,625,0
5757,42,Divorcé,3,1929.63,46160.68,24,Retraité,26.5,16673.01,60,1,744,0
5758,62,Marié,0,4304.99,37341.76,24,CDI,45.53,21963.47,36,1,442,0
5759,72,Célibataire,0,1803.95,31775.39,18,CDI,12.79,23097.15,180,0,631,0
5760,63,Divorcé,2,4433.52,71038.53,17,Indépendant,31.57,48160.57,36,1,678,0
5761,49,Célibataire,5,1200.3,7452.47,26,CDD,42.53,47467.94,60,1,490,0
5762,72,Célibataire,0,2354.91,3483.07,15,CDI,43.95,6734.59,240,1,868,0
5763,49,Marié,1,2955.17,85526.25,11,CDI,26.04,7811.85,120,1,301,0
5764,22,Célibataire,1,2847.88,96587.51,11,CDD,9.3,16940.46,24,1,659,0
5765,53,Marié,1,2683.2,117573.16,22,CDI,32.77,57839.32,48,2,792,0
5766,63,Célibataire,2,3773.02,33722.76,3,CDI,17.63,13169.57,36,0,728,0
5767,59,Célibataire,0,2942.49,0.0,14,Indépendant,19.84,1226.44,12,1,659,0
5768,66,Célibataire,0,3014.91,0.0,18,CDD,15.43,30308.51,48,0,536,0
5769,59,Marié,0,1893.74,103180.28,17,CDI,48.69,15878.13,120,0,832,0
5770,75,Marié,1,3319.59,84729.52,25,CDI,22.37,22663.66,12,1,778,0
5771,56,Célibataire,1,2058.2,68452.24,10,CDI,31.29,12137.39,300,0,414,0
5772,33,Célibataire,0,3639.85,75461.8,29,Indépendant,13.52,18878.67,48,0,820,0
5773,50,Divorcé,2,3942.02,77374.35,27,CDI,44.7,31921.91,48,1,394,0
5774,66,Veuf,1,2578.78,125836.96,23,CDI,31.94,19551.91,12,2,871,0
5775,38,Marié,1,3023.8,6356.95,22,CDD,49.0,22028.99,24,0,590,0
5776,26,Marié,0,2784.12,14947.01,14,Retraité,18.41,18574.22,300,1,630,0
5777,23,Marié,2,2429.57,69498.75,15,CDI,29.93,5207.79,60,2,314,0
5778,68,Célibataire,1,2279.86,80794.3,10,Indépendant,20.75,20160.33,120,1,347,0
5779,62,Célibataire,2,1366.91,1684.11,10,CDI,21.74,14838.76,180,0,537,0
5780,52,Célibataire,2,1838.74,83139.56,20,CDD,41.5,42334.82,60,0,438,0
5781,56,Marié,3,2596.6,32259.66,12,CDI,31.6,55793.48,60,0,576,1
5782,39,Marié,1,3932.65,70747.97,6,CDD,17.55,13477.65,60,0,343,0
5783,58,Marié,1,2842.97,0.0,14,CDI,5.38,15123.01,180,1,586,0
5784,71,Célibataire,1,3638.0,0.0,16,CDI,30.01,37857.07,120,0,859,0
5785,22,Marié,3,800.0,72953.54,24,Retraité,25.55,10116.87,60,1,837,0
5786,59,Marié,1,3862.97,130033.88,23,Indépendant,47.08,27342.99,36,0,755,0
5787,40,Divorcé,3,3157.06,51654.87,26,CDI,48.52,20502.23,120,0,370,0
5788,34,Célibataire,1,3539.3,123016.96,12,CDI,37.68,11218.48,60,2,637,0
5789,29,Marié,1,800.0,0.0,3,CDD,38.15,39611.38,36,1,464,0
5790,40,Célibataire,1,2105.79,14656.42,0,CDI,21.36,12468.6,60,1,578,1
5791,33,Marié,0,1451.44,69676.29,11,CDI,35.03,12084.47,12,2,387,0
5792,20,Marié,0,3210.38,71508.09,3,Indépendant,41.54,1000.0,36,0,541,0
5793,47,Célibataire,2,3009.79,29778.1,0,CDD,26.5,25633.73,300,0,607,0
5794,74,Marié,1,3434.56,73472.67,5,CDD,42.88,12268.94,180,0,711,0
5795,39,Célibataire,1,2120.98,28501.59,23,CDI,26.15,6130.01,300,0,365,0
5796,26,Marié,4,3320.5,54707.35,10,CDI,29.21,1000.0,240,0,537,0
5797,46,Célibataire,3,2503.08,63954.16,20,CDI,40.85,25339.5,300,0,591,0
5798,64,Marié,3,3673.21,124066.48,24,CDD,8.7,26441.87,60,0,401,0
5799,54,Divorcé,2,3188.84,14856.68,25,Indépendant,23.4,1000.0,120,1,807,0
5800,40,Célibataire,0,1774.25,73902.8,17,CDI,66.38,22973.79,12,1,609,0
5801,30,Marié,1,2788.74,83909.35,27,Retraité,6.9,1000.0,60,0,324,1
5802,49,Marié,2,1115.56,141532.83,17,CDD,45.29,47387.87,120,1,653,0
5803,63,Célibataire,1,3693.87,110781.96,19,CDI,20.21,15979.03,36,1,519,0
5804,69,Marié,1,3165.0,77353.06,5,CDD,15.99,26982.91,240,1,825,0
5805,64,Marié,0,3204.18,0.0,13,CDD,23.49,24587.57,36,1,309,1
5806,65,Divorcé,3,3418.66,69285.36,5,CDI,6.79,40766.76,180,0,308,0
5807,40,Divorcé,3,2721.13,94465.87,21,CDI,18.45,18599.68,120,1,420,0
5808,62,Marié,1,1040.98,6459.06,14,CDI,47.07,3652.67,240,2,821,0
5809,34,Marié,1,3464.94,15383.47,21,Retraité,50.49,26011.98,48,0,708,0
5810,72,Marié,2,1763.99,122720.29,28,Indépendant,15.03,40220.8,120,0,834,0
5811,57,Marié,2,1680.31,99983.05,0,CDI,26.79,37850.67,48,0,566,0
5812,38,Célibataire,1,3252.2,0.0,16,CDD,35.54,6362.19,48,0,608,1
5813,19,Marié,3,1976.63,51060.72,28,Retraité,41.08,10318.87,36,1,582,1
5814,54,Marié,0,2667.53,49569.91,11,Retraité,51.09,22700.92,240,1,750,0
5815,23,Marié,1,3226.73,113463.9,29,CDD,24.16,31555.32,180,0,858,0
5816,61,Marié,0,3196.5,116592.76,2,CDD,30.26,1000.0,48,0,405,0
5817,35,Célibataire,2,3601.18,62107.48,1,CDI,11.28,23030.87,36,0,548,0
5818,47,Veuf,1,1949.92,9843.41,22,CDI,22.42,27759.3,180,0,473,0
5819,39,Marié,0,2196.16,32992.14,5,CDI,23.56,11708.12,60,0,899,0
5820,71,Marié,2,2851.25,0.0,4,CDI,19.67,24291.16,60,0,812,0
5821,50,Célibataire,1,1214.51,0.0,7,CDI,37.85,43178.19,120,1,591,1
5822,47,Célibataire,1,1697.75,157963.29,1,CDI,61.25,27878.72,60,1,567,0
5823,34,Marié,2,1612.67,37771.41,26,CDD,13.11,10621.3,180,2,831,0
5824,60,Veuf,0,800.0,38140.0,11,Retraité,27.0,29438.67,48,3,675,0
5825,49,Célibataire,0,1961.37,44567.14,6,CDD,28.45,5968.56,120,1,685,0
5826,59,Célibataire,2,2511.55,54508.7,13,CDI,52.87,37636.97,240,1,388,0
5827,68,Célibataire,2,2660.67,66765.04,9,CDI,25.07,27684.64,180,1,459,0
5828,31,Célibataire,1,2039.59,12620.4,19,CDD,31.54,63243.27,240,0,664,0
5829,75,Célibataire,1,1640.77,110670.37,13,CDD,30.68,33174.74,12,0,586,1
5830,27,Marié,0,2380.08,23748.0,10,CDI,44.73,37466.94,240,2,867,0
5831,64,Divorcé,2,1991.54,0.0,27,Indépendant,45.62,17488.17,48,0,791,0
5832,68,Célibataire,0,800.0,0.0,18,CDI,22.8,14443.01,240,1,392,0
5833,53,Marié,1,1635.08,49501.35,0,Indépendant,21.57,14531.64,48,0,341,0
5834,51,Célibataire,0,2807.27,86937.5,25,CDI,39.38,12383.91,36,2,686,0
5835,26,Célibataire,2,2490.24,82020.95,1,CDI,49.93,51890.99,120,0,751,0
5836,59,Célibataire,4,2690.97,101210.19,22,CDI,5.67,4813.94,180,4,367,0
5837,45,Marié,0,3115.42,0.0,2,CDD,24.22,22638.55,300,1,504,0
5838,28,Célibataire,1,2772.55,102629.26,26,CDI,29.89,6904.67,60,1,626,0
5839,31,Marié,2,2587.61,69917.99,4,Indépendant,0.66,23663.48,60,0,804,0
5840,56,Célibataire,4,2095.32,37207.25,10,CDI,21.98,17278.36,120,1,594,0
5841,72,Célibataire,0,1816.35,20131.74,18,CDI,31.21,14114.97,180,1,695,0
5842,64,Célibataire,0,2562.34,13052.56,6,CDI,15.64,30007.74,180,1,508,0
5843,71,Divorcé,0,1476.17,71342.68,27,CDI,8.97,36942.72,240,1,810,0
5844,36,Marié,0,3207.79,52768.29,15,CDD,34.34,36411.55,120,2,495,1
5845,71,Divorcé,4,1547.5,0.0,19,CDI,35.13,21913.44,180,0,699,0
5846,32,Célibataire,0,3899.8,37969.77,7,Indépendant,19.24,6914.31,180,2,756,0
5847,45,Célibataire,1,2444.87,32963.54,25,CDI,37.33,7277.57,48,1,761,0
5848,41,Célibataire,1,3640.45,97282.98,23,CDI,0.0,8305.5,60,0,530,0
5849,25,Célibataire,3,1426.4,63926.7,3,CDI,37.54,22943.83,36,1,459,1
5850,60,Marié,1,4145.77,33063.01,11,CDI,50.38,25582.66,12,0,352,1
5851,26,Célibataire,0,1415.74,18346.35,17,CDI,48.7,25218.85,240,0,677,0
5852,64,Célibataire,3,2446.14,60759.88,22,CDI,30.42,21959.49,240,1,478,0
5853,50,Marié,1,1196.3,24589.11,13,Retraité,46.55,22131.66,60,0,482,0
5854,50,Marié,0,2521.11,0.0,16,CDD,27.37,9456.51,60,0,818,0
5855,36,Veuf,0,2359.73,64085.83,28,CDD,44.3,1000.0,60,1,689,0
5856,20,Célibataire,0,800.0,46914.09,11,CDI,14.6,18175.56,120,2,453,0
5857,27,Marié,1,2644.88,42608.53,8,CDI,29.99,39759.5,300,0,564,0
5858,57,Célibataire,2,3020.3,52802.59,15,CDI,53.26,25701.07,240,1,788,0
5859,64,Veuf,1,1641.62,71900.56,20,CDI,36.06,1121.69,36,0,449,0
5860,59,Marié,1,2215.78,0.0,9,CDI,42.08,23553.5,240,0,356,0
5861,18,Marié,1,2278.31,16967.68,19,Indépendant,37.1,1000.0,60,1,473,0
5862,46,Célibataire,2,4153.19,109042.12,29,CDI,26.93,24258.72,180,0,675,0
5863,67,Marié,1,2698.58,94556.15,19,CDD,48.72,22362.72,180,1,534,0
5864,51,Célibataire,1,1953.35,131458.66,10,Retraité,17.03,2385.26,60,1,770,0
5865,68,Marié,1,1403.09,81703.06,27,CDI,18.55,16065.06,12,0,573,0
5866,30,Divorcé,2,800.0,78191.72,27,CDD,35.99,7481.24,60,0,802,0
5867,71,Veuf,1,2374.97,46543.09,8,Indépendant,57.04,35056.86,12,1,593,0
5868,18,Marié,2,2616.81,0.0,0,CDD,3.79,47143.63,120,1,577,0
5869,51,Marié,3,1289.95,77226.28,15,CDI,12.23,1000.0,240,1,461,0
5870,46,Célibataire,1,1083.21,46758.05,3,CDI,32.37,18459.52,240,0,697,0
5871,65,Marié,1,2972.04,0.0,21,CDI,36.95,5056.56,60,0,711,0
5872,64,Marié,1,3478.03,73226.54,28,CDI,35.63,9351.6,180,2,862,0
5873,30,Marié,0,2210.79,94840.52,7,CDI,34.16,35032.9,180,0,395,0
5874,65,Divorcé,0,3008.02,17850.93,1,CDI,21.68,20984.55,120,1,378,0
5875,66,Marié,1,2397.04,35073.88,13,Indépendant,26.65,26031.79,180,1,731,0
5876,70,Célibataire,0,5099.42,64710.18,23,Retraité,31.8,26896.5,240,2,576,0
5877,46,Marié,0,2417.06,14406.81,8,CDD,55.44,16399.49,48,0,524,0
5878,56,Célibataire,2,3875.83,44125.0,23,Indépendant,50.13,1000.0,36,0,399,1
5879,41,Marié,1,3065.64,59159.76,13,CDI,59.43,28831.12,60,0,747,0
5880,43,Marié,1,1957.8,82103.74,13,CDI,31.86,1000.0,120,1,401,1
5881,34,Célibataire,1,3089.59,49595.07,20,Indépendant,17.6,1000.0,60,1,526,0
5882,24,Marié,0,2442.38,71104.45,29,Indépendant,16.86,1000.0,120,0,788,0
5883,30,Marié,0,1480.66,41757.94,11,CDI,33.37,1000.0,60,1,428,0
5884,22,Marié,1,2591.68,55788.76,10,CDI,37.97,10755.43,120,0,450,0
5885,43,Célibataire,1,2070.16,64280.63,0,Retraité,54.61,23496.36,24,0,523,0
5886,66,Célibataire,2,2450.52,0.0,21,Retraité,15.23,21472.61,60,1,580,0
5887,20,Marié,1,2429.75,23021.68,0,CDI,17.4,15404.18,120,0,492,0
5888,24,Célibataire,0,2278.05,95336.35,10,CDI,45.82,8301.84,48,1,322,1
5889,75,Marié,2,1546.2,0.0,19,CDI,14.74,1000.0,60,0,819,0
5890,66,Marié,3,3720.75,65783.95,24,Indépendant,30.78,15125.86,12,0,536,0
5891,56,Célibataire,1,2427.47,105427.66,14,CDD,54.37,23822.4,180,0,696,0
5892,70,Marié,0,2721.29,95494.55,27,CDD,43.12,31070.92,60,1,400,0
5893,18,Marié,1,2301.8,83303.32,20,CDI,32.5,34111.96,36,1,413,0
5894,66,Marié,0,2094.33,119227.49,22,CDI,37.46,44336.33,120,1,300,0
5895,34,Célibataire,3,2698.75,98850.67,8,CDD,0.55,20704.83,36,0,639,0
5896,60,Marié,0,3906.25,34647.61,19,CDI,54.23,41918.12,60,0,810,0
5897,42,Célibataire,2,941.47,78714.91,20,CDI,3.28,11760.21,36,1,521,0
5898,20,Marié,2,1409.28,0.0,21,CDI,22.21,1000.0,120,1,608,0
5899,32,Célibataire,1,2171.31,88977.64,16,CDD,19.72,33474.07,36,2,627,0
5900,46,Veuf,0,1712.29,47189.26,9,Indépendant,31.03,21782.87,300,0,605,0
5901,70,Marié,7,4515.49,93109.17,14,CDI,21.17,18200.02,120,0,338,0
5902,60,Divorcé,0,2152.04,60975.73,11,Indépendant,17.67,20986.15,12,0,341,1
5903,49,Marié,0,2974.72,89893.11,4,CDI,17.93,2667.77,60,0,659,0
5904,43,Célibataire,2,2215.77,55734.21,13,CDI,76.13,2235.05,36,0,860,1
5905,33,Divorcé,1,800.0,39910.79,9,CDI,26.75,17904.4,120,0,709,0
5906,42,Célibataire,0,2093.47,62344.77,19,Indépendant,32.75,28719.72,180,2,563,0
5907,71,Célibataire,1,1329.47,0.0,0,CDI,41.95,16589.94,60,1,326,0
5908,45,Célibataire,0,2830.88,45878.99,29,CDD,31.51,1000.0,120,0,351,0
5909,26,Veuf,1,2201.28,32190.47,15,CDI,11.78,1000.0,240,0,604,0
5910,73,Marié,0,1734.19,0.0,3,CDI,43.17,10418.2,240,0,834,0
5911,73,Marié,1,2386.12,22087.99,4,CDI,28.13,23472.13,36,0,468,0
5912,18,Marié,0,2072.02,0.0,8,Retraité,19.91,18091.91,60,1,470,0
5913,46,Marié,1,3521.06,0.0,16,CDD,13.49,13437.97,48,0,671,0
5914,74,Marié,0,3060.99,27025.04,5,CDD,28.51,1000.0,120,0,884,0
5915,39,Célibataire,2,4232.19,70191.99,23,CDI,60.31,25635.44,180,0,421,1
5916,33,Marié,2,3222.13,0.0,24,CDI,26.6,47042.83,120,2,829,0
5917,58,Célibataire,2,2989.48,48133.36,26,CDI,6.86,51981.3,300,0,750,0
5918,68,Célibataire,1,3097.0,57931.79,4,Indépendant,27.93,11956.69,12,1,454,0
5919,61,Marié,2,3234.1,45501.0,17,CDI,52.35,2536.22,36,0,413,0
5920,68,Marié,3,800.0,83527.97,16,CDD,40.56,10850.3,240,0,582,0
5921,71,Marié,0,3018.24,174397.24,20,Retraité,18.74,1000.0,60,1,442,0
5922,58,Célibataire,1,903.55,116055.65,10,Indépendant,8.49,13232.18,180,0,756,0
5923,24,Célibataire,2,800.0,24408.05,2,CDI,59.36,19544.41,300,0,812,0
5924,31,Marié,1,1387.77,11357.53,5,CDI,17.27,9216.93,120,1,679,0
5925,46,Marié,0,2753.76,31423.79,8,CDI,9.21,1000.0,120,0,498,0
5926,36,Célibataire,1,1199.69,70709.74,12,CDI,30.83,18575.67,60,1,701,1
5927,36,Marié,0,3008.4,51670.46,26,CDI,25.78,38565.29,240,2,316,0
5928,19,Célibataire,2,4135.57,51968.35,0,CDI,42.22,24435.89,120,0,335,0
5929,58,Célibataire,0,2192.1,53935.37,29,CDI,48.53,15230.44,120,0,741,0
5930,62,Célibataire,3,2703.06,53089.57,14,CDD,22.75,33382.07,12,0,535,0
5931,32,Divorcé,0,1797.52,60570.78,19,Retraité,6.72,20478.7,60,0,429,0
5932,20,Marié,2,1274.72,87523.09,3,CDD,33.07,1000.0,300,1,721,0
5933,28,Célibataire,2,2305.41,63973.68,27,CDI,34.56,34742.72,60,0,760,0
5934,70,Marié,1,1720.59,6177.28,22,CDI,67.7,18497.4,300,2,726,1
5935,63,Marié,1,2038.44,87038.02,1,CDI,13.28,1000.0,300,0,718,0
